BPL_ID,BPL_tag,Name,Gender,Age,Pincode,address,District,state,past_enrolled_in_magic_bus,last_govt_data_updated_on,no_of_family_members,relation_to_head,is_head_of_family,current_age
BPL200845,yes,Ritu Singh,Female,23,600001,"H.No. 329, Ward 12",Chennai,Tamil Nadu,no,4/21/2021,3,Sister,no,28
BPL200846,yes,Divya Naidu,Female,25,600001,"H.No. 709, Ward 21",Chennai,Tamil Nadu,no,4/21/2021,6,Daughter,no,30
BPL200847,yes,Prakash Patil,Male,20,600001,"H.No. 997, Ward 4",Chennai,Tamil Nadu,no,4/21/2021,4,Sister,no,25
BPL200848,yes,Divya Naidu,Female,19,600001,"H.No. 684, Ward 21",Chennai,Tamil Nadu,yes,4/21/2021,6,Son,no,24
BPL200849,yes,Suresh Gowda,Male,25,600001,"H.No. 672, Ward 22",Chennai,Tamil Nadu,yes,4/21/2021,6,Daughter,no,30
BPL200850,yes,Arjun Patil,Male,24,600001,"H.No. 965, Ward 5",Chennai,Tamil Nadu,no,4/21/2021,5,Brother,no,29
BPL200851,yes,Anita Iyer,Female,25,600001,"H.No. 387, Ward 14",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,30
BPL200852,yes,Lakshmi Reddy,Female,19,600001,"H.No. 319, Ward 10",Chennai,Tamil Nadu,yes,4/21/2021,5,Brother,no,24
BPL200853,yes,Ritu Verma,Female,25,600001,"H.No. 751, Ward 1",Chennai,Tamil Nadu,yes,4/21/2021,6,Son,no,30
BPL200854,yes,Vikas Iyer,Male,21,600001,"H.No. 399, Ward 3",Chennai,Tamil Nadu,no,4/21/2021,5,Daughter,no,26
BPL200855,yes,Lakshmi Patil,Female,18,600001,"H.No. 941, Ward 22",Chennai,Tamil Nadu,yes,4/21/2021,3,Daughter,no,23
BPL200856,yes,Asha Iyer,Female,24,600001,"H.No. 889, Ward 8",Chennai,Tamil Nadu,yes,4/21/2021,4,Daughter,no,29
BPL200857,yes,Meena Singh,Female,21,600001,"H.No. 200, Ward 15",Chennai,Tamil Nadu,yes,4/21/2021,6,Sister,no,26
BPL200858,yes,Prakash Gowda,Male,25,600001,"H.No. 304, Ward 12",Chennai,Tamil Nadu,no,4/21/2021,5,Daughter,no,30
BPL200859,yes,Anil Naidu,Male,20,600001,"H.No. 942, Ward 15",Chennai,Tamil Nadu,yes,4/21/2021,5,Son,no,25
BPL200860,yes,Asha Naidu,Female,21,600001,"H.No. 899, Ward 7",Chennai,Tamil Nadu,yes,4/21/2021,6,Son,no,26
BPL200861,yes,Rahul Iyer,Male,23,600001,"H.No. 540, Ward 6",Chennai,Tamil Nadu,no,4/21/2021,5,Brother,no,28
BPL200862,yes,Asha Singh,Female,24,600001,"H.No. 173, Ward 10",Chennai,Tamil Nadu,yes,4/21/2021,5,Sister,no,29
BPL200863,yes,Prakash Gowda,Male,21,600001,"H.No. 732, Ward 22",Chennai,Tamil Nadu,yes,4/21/2021,4,Son,no,26
BPL200864,yes,Lakshmi Singh,Female,19,600001,"H.No. 647, Ward 4",Chennai,Tamil Nadu,no,4/21/2021,6,Brother,no,24
BPL200865,yes,Asha Naidu,Female,22,600001,"H.No. 919, Ward 7",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,27
BPL200866,yes,Amit Reddy,Male,24,600001,"H.No. 57, Ward 4",Chennai,Tamil Nadu,no,4/21/2021,6,Sister,no,29
BPL200867,yes,Pooja Sharma,Female,20,600001,"H.No. 522, Ward 20",Chennai,Tamil Nadu,no,4/21/2021,6,Son,no,25
BPL200868,yes,Sunita Sharma,Female,21,600001,"H.No. 189, Ward 12",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,26
BPL200869,yes,Deepak Singh,Male,20,600001,"H.No. 593, Ward 1",Chennai,Tamil Nadu,no,4/21/2021,6,Brother,no,25
BPL200870,yes,Anita Sharma,Female,19,600001,"H.No. 614, Ward 5",Chennai,Tamil Nadu,no,4/21/2021,5,Sister,no,24
BPL200871,yes,Deepak Patil,Male,24,600001,"H.No. 291, Ward 7",Chennai,Tamil Nadu,no,4/21/2021,3,Brother,no,29
BPL200872,yes,Sunita Kumar,Female,24,600001,"H.No. 185, Ward 5",Chennai,Tamil Nadu,yes,4/21/2021,4,Daughter,no,29
BPL200873,yes,Meena Gowda,Female,21,600001,"H.No. 860, Ward 24",Chennai,Tamil Nadu,no,4/21/2021,6,Brother,no,26
BPL200874,yes,Amit Naidu,Male,20,600001,"H.No. 699, Ward 2",Chennai,Tamil Nadu,no,4/21/2021,5,Sister,no,25
BPL200875,yes,Suresh Das,Male,20,600001,"H.No. 940, Ward 20",Chennai,Tamil Nadu,no,4/21/2021,4,Daughter,no,25
BPL200876,yes,Deepak Kumar,Male,18,600001,"H.No. 390, Ward 8",Chennai,Tamil Nadu,yes,4/21/2021,3,Son,no,23
BPL200877,yes,Amit Sharma,Male,19,600001,"H.No. 583, Ward 23",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,24
BPL200878,yes,Vikas Naidu,Male,24,600001,"H.No. 964, Ward 22",Chennai,Tamil Nadu,yes,4/21/2021,4,Son,no,29
BPL200879,yes,Amit Singh,Male,22,600001,"H.No. 670, Ward 19",Chennai,Tamil Nadu,yes,4/21/2021,5,Son,no,27
BPL200880,yes,Prakash Naidu,Male,25,600001,"H.No. 482, Ward 23",Chennai,Tamil Nadu,yes,4/21/2021,5,Son,no,30
BPL200881,yes,Arjun Verma,Male,21,600001,"H.No. 439, Ward 13",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,26
BPL200882,yes,Rahul Singh,Male,19,600001,"H.No. 96, Ward 24",Chennai,Tamil Nadu,no,4/21/2021,4,Brother,no,24
BPL200883,yes,Neha Iyer,Female,23,600001,"H.No. 642, Ward 5",Chennai,Tamil Nadu,no,4/21/2021,3,Sister,no,28
BPL200884,yes,Rahul Reddy,Male,22,600001,"H.No. 583, Ward 21",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,27
BPL200885,yes,Rahul Iyer,Male,22,600001,"H.No. 133, Ward 23",Chennai,Tamil Nadu,yes,4/21/2021,4,Son,no,27
BPL200886,yes,Divya Naidu,Female,19,600001,"H.No. 494, Ward 7",Chennai,Tamil Nadu,no,4/21/2021,3,Son,no,24
BPL200887,yes,Pooja Sharma,Female,25,600001,"H.No. 800, Ward 13",Chennai,Tamil Nadu,yes,4/21/2021,3,Brother,no,30
BPL200888,yes,Suresh Verma,Male,23,600001,"H.No. 851, Ward 11",Chennai,Tamil Nadu,no,4/21/2021,6,Daughter,no,28
BPL200889,yes,Kavya Das,Female,18,600001,"H.No. 881, Ward 17",Chennai,Tamil Nadu,no,4/21/2021,4,Son,no,23
BPL200890,yes,Deepak Patil,Male,19,600001,"H.No. 109, Ward 16",Chennai,Tamil Nadu,yes,4/21/2021,5,Son,no,24
BPL200891,yes,Neha Verma,Female,22,600001,"H.No. 878, Ward 19",Chennai,Tamil Nadu,no,4/21/2021,5,Daughter,no,27
BPL200892,yes,Divya Sharma,Female,21,600001,"H.No. 426, Ward 10",Chennai,Tamil Nadu,no,4/21/2021,3,Son,no,26
BPL200893,yes,Pooja Verma,Female,20,600001,"H.No. 172, Ward 2",Chennai,Tamil Nadu,yes,4/21/2021,4,Son,no,25
BPL200894,yes,Ritu Das,Female,21,600001,"H.No. 968, Ward 4",Chennai,Tamil Nadu,yes,4/21/2021,3,Brother,no,26
BPL200895,yes,Pooja Sharma,Female,18,600001,"H.No. 123, Ward 6",Chennai,Tamil Nadu,yes,4/21/2021,4,Son,no,23
BPL200896,yes,Amit Verma,Male,23,600001,"H.No. 864, Ward 14",Chennai,Tamil Nadu,yes,4/21/2021,3,Sister,no,28
BPL200897,yes,Divya Iyer,Female,18,600001,"H.No. 617, Ward 16",Chennai,Tamil Nadu,no,4/21/2021,3,Son,no,23
BPL200898,yes,Rahul Singh,Male,21,600001,"H.No. 720, Ward 23",Chennai,Tamil Nadu,no,4/21/2021,4,Daughter,no,26
BPL200899,yes,Pooja Das,Female,19,600001,"H.No. 581, Ward 12",Chennai,Tamil Nadu,yes,4/21/2021,5,Brother,no,24
BPL200900,yes,Prakash Singh,Male,19,600001,"H.No. 884, Ward 22",Chennai,Tamil Nadu,yes,4/21/2021,4,Daughter,no,24
BPL200901,yes,Anita Das,Female,24,600001,"H.No. 105, Ward 4",Chennai,Tamil Nadu,no,4/21/2021,6,Brother,no,29
BPL200902,yes,Pooja Sharma,Female,24,600001,"H.No. 604, Ward 2",Chennai,Tamil Nadu,no,4/21/2021,4,Sister,no,29
BPL200903,yes,Vikas Verma,Male,19,600001,"H.No. 184, Ward 6",Chennai,Tamil Nadu,no,4/21/2021,3,Brother,no,24
BPL200904,yes,Anita Sharma,Female,21,600001,"H.No. 197, Ward 14",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,26
BPL200905,yes,Prakash Singh,Male,18,600001,"H.No. 138, Ward 5",Chennai,Tamil Nadu,no,4/21/2021,5,Son,no,23
BPL200906,yes,Sunita Patil,Female,23,600001,"H.No. 496, Ward 7",Chennai,Tamil Nadu,yes,4/21/2021,6,Sister,no,28
BPL200907,yes,Neha Kumar,Female,19,600001,"H.No. 521, Ward 20",Chennai,Tamil Nadu,no,4/21/2021,5,Brother,no,24
BPL200908,yes,Deepak Iyer,Male,25,600001,"H.No. 453, Ward 5",Chennai,Tamil Nadu,yes,4/21/2021,3,Daughter,no,30
BPL200909,yes,Ritu Kumar,Female,18,600001,"H.No. 553, Ward 10",Chennai,Tamil Nadu,yes,4/21/2021,4,Brother,no,23
BPL200910,yes,Rohit Kumar,Male,20,600001,"H.No. 236, Ward 9",Chennai,Tamil Nadu,yes,4/21/2021,5,Son,no,25
BPL200911,yes,Rohit Reddy,Male,24,600001,"H.No. 135, Ward 24",Chennai,Tamil Nadu,no,4/21/2021,6,Son,no,29
BPL200912,yes,Lakshmi Verma,Female,21,600001,"H.No. 482, Ward 3",Chennai,Tamil Nadu,yes,4/21/2021,3,Sister,no,26
BPL200913,yes,Rohit Naidu,Male,22,600001,"H.No. 532, Ward 5",Chennai,Tamil Nadu,no,4/21/2021,3,Daughter,no,27
BPL200914,yes,Pooja Gowda,Female,21,600001,"H.No. 339, Ward 9",Chennai,Tamil Nadu,no,4/21/2021,4,Son,no,26
BPL200915,yes,Arjun Naidu,Male,20,600001,"H.No. 925, Ward 8",Chennai,Tamil Nadu,yes,4/21/2021,3,Daughter,no,25
BPL200916,yes,Vikas Sharma,Male,18,600001,"H.No. 762, Ward 8",Chennai,Tamil Nadu,yes,4/21/2021,3,Sister,no,23
BPL200917,yes,Ritu Verma,Female,25,600001,"H.No. 793, Ward 8",Chennai,Tamil Nadu,no,4/21/2021,6,Brother,no,30
BPL200918,yes,Lakshmi Kumar,Female,19,600001,"H.No. 760, Ward 18",Chennai,Tamil Nadu,no,4/21/2021,3,Sister,no,24
BPL200919,yes,Sunita Gowda,Female,22,600001,"H.No. 273, Ward 18",Chennai,Tamil Nadu,yes,4/21/2021,3,Brother,no,27
BPL200920,yes,Pooja Sharma,Female,25,600001,"H.No. 382, Ward 7",Chennai,Tamil Nadu,no,4/21/2021,5,Brother,no,30
BPL200921,yes,Rahul Gowda,Male,21,600001,"H.No. 631, Ward 11",Chennai,Tamil Nadu,no,4/21/2021,6,Son,no,26
BPL200922,yes,Deepak Iyer,Male,20,600001,"H.No. 278, Ward 9",Chennai,Tamil Nadu,yes,4/21/2021,3,Daughter,no,25
BPL200923,yes,Asha Sharma,Female,18,600001,"H.No. 615, Ward 13",Chennai,Tamil Nadu,no,4/21/2021,4,Brother,no,23
BPL200924,yes,Anita Naidu,Female,21,600001,"H.No. 873, Ward 14",Chennai,Tamil Nadu,no,4/21/2021,6,Sister,no,26
BPL200925,yes,Rahul Gowda,Male,20,600001,"H.No. 81, Ward 17",Chennai,Tamil Nadu,no,4/21/2021,3,Daughter,no,25
BPL200926,yes,Anita Singh,Female,23,600001,"H.No. 929, Ward 23",Chennai,Tamil Nadu,yes,4/21/2021,5,Sister,no,28
BPL200927,yes,Divya Sharma,Female,22,600001,"H.No. 552, Ward 24",Chennai,Tamil Nadu,no,4/21/2021,3,Daughter,no,27
BPL200928,yes,Rohit Verma,Male,18,600001,"H.No. 290, Ward 25",Chennai,Tamil Nadu,no,4/21/2021,3,Brother,no,23
BPL200929,yes,Anita Verma,Female,23,600001,"H.No. 760, Ward 6",Chennai,Tamil Nadu,no,4/21/2021,3,Daughter,no,28
BPL200930,yes,Kavya Singh,Female,20,600001,"H.No. 777, Ward 10",Chennai,Tamil Nadu,yes,4/21/2021,4,Son,no,25
BPL200931,yes,Manoj Naidu,Male,20,600001,"H.No. 430, Ward 1",Chennai,Tamil Nadu,yes,4/21/2021,5,Daughter,no,25
BPL200932,yes,Ritu Patil,Female,19,600001,"H.No. 338, Ward 15",Chennai,Tamil Nadu,no,4/21/2021,5,Sister,no,24
BPL200933,yes,Amit Reddy,Male,23,600001,"H.No. 324, Ward 21",Chennai,Tamil Nadu,yes,4/21/2021,3,Daughter,no,28
BPL200934,yes,Amit Singh,Male,21,600001,"H.No. 406, Ward 7",Chennai,Tamil Nadu,no,4/21/2021,6,Brother,no,26
BPL200935,yes,Asha Kumar,Female,18,600001,"H.No. 940, Ward 8",Chennai,Tamil Nadu,yes,4/21/2021,4,Son,no,23
BPL200936,yes,Prakash Gowda,Male,21,600001,"H.No. 698, Ward 20",Chennai,Tamil Nadu,no,4/21/2021,4,Son,no,26
BPL200937,yes,Lakshmi Singh,Female,23,600001,"H.No. 13, Ward 11",Chennai,Tamil Nadu,yes,4/21/2021,5,Son,no,28
BPL200938,yes,Rohit Patil,Male,23,600001,"H.No. 143, Ward 5",Chennai,Tamil Nadu,yes,4/21/2021,4,Brother,no,28
BPL200939,yes,Rahul Das,Male,22,600001,"H.No. 58, Ward 19",Chennai,Tamil Nadu,no,4/21/2021,3,Sister,no,27
BPL200940,yes,Rohit Verma,Male,23,600001,"H.No. 784, Ward 17",Chennai,Tamil Nadu,no,4/21/2021,5,Son,no,28
BPL200941,yes,Vikas Iyer,Male,21,600001,"H.No. 778, Ward 12",Chennai,Tamil Nadu,yes,4/21/2021,5,Son,no,26
BPL200942,yes,Vikas Verma,Male,21,600001,"H.No. 224, Ward 10",Chennai,Tamil Nadu,yes,4/21/2021,4,Brother,no,26
BPL200943,yes,Deepak Verma,Male,22,600001,"H.No. 381, Ward 15",Chennai,Tamil Nadu,yes,4/21/2021,6,Brother,no,27
BPL200944,yes,Meena Sharma,Female,23,600001,"H.No. 23, Ward 8",Chennai,Tamil Nadu,no,4/21/2021,6,Daughter,no,28
BPL200945,yes,Vikas Naidu,Male,23,600001,"H.No. 860, Ward 8",Chennai,Tamil Nadu,yes,4/21/2021,4,Sister,no,28
BPL200946,yes,Suresh Kumar,Male,22,600001,"H.No. 355, Ward 1",Chennai,Tamil Nadu,yes,4/21/2021,3,Daughter,no,27
BPL200947,yes,Meena Iyer,Female,24,600001,"H.No. 164, Ward 17",Chennai,Tamil Nadu,no,4/21/2021,4,Sister,no,29
BPL200948,yes,Manoj Naidu,Male,18,600001,"H.No. 191, Ward 13",Chennai,Tamil Nadu,no,4/21/2021,6,Daughter,no,23
BPL200949,yes,Lakshmi Kumar,Female,23,600001,"H.No. 175, Ward 18",Chennai,Tamil Nadu,yes,4/21/2021,4,Daughter,no,28
BPL200950,yes,Lakshmi Naidu,Female,14,600001,"H.No. 702, Ward 8",Chennai,Tamil Nadu,no,4/21/2021,5,Spouse,no,19
BPL200951,yes,Anita Sharma,Female,9,600001,"H.No. 745, Ward 15",Chennai,Tamil Nadu,no,4/21/2021,5,Father,no,14
BPL200952,yes,Rahul Gowda,Male,66,600001,"H.No. 916, Ward 2",Chennai,Tamil Nadu,yes,4/21/2021,4,Head,no,71
BPL200953,yes,Ritu Patil,Female,45,600001,"H.No. 498, Ward 24",Chennai,Tamil Nadu,no,4/21/2021,7,Mother,yes,50
BPL200954,yes,Rohit Sharma,Male,14,600001,"H.No. 61, Ward 7",Chennai,Tamil Nadu,yes,4/21/2021,5,Head,yes,19
BPL200955,yes,Anita Singh,Female,43,600001,"H.No. 453, Ward 19",Chennai,Tamil Nadu,no,4/21/2021,5,Spouse,no,48
BPL200956,yes,Pooja Patil,Female,13,600001,"H.No. 959, Ward 17",Chennai,Tamil Nadu,no,4/21/2021,7,Mother,no,18
BPL200957,yes,Prakash Gowda,Male,47,600001,"H.No. 688, Ward 13",Chennai,Tamil Nadu,yes,4/21/2021,7,Mother,yes,52
BPL200958,yes,Anil Naidu,Male,14,600001,"H.No. 180, Ward 9",Chennai,Tamil Nadu,no,4/21/2021,3,Head,no,19
BPL200959,yes,Rahul Singh,Male,47,600001,"H.No. 471, Ward 22",Chennai,Tamil Nadu,no,4/21/2021,5,Head,no,52
BPL200960,yes,Manoj Patil,Male,27,600001,"H.No. 493, Ward 17",Chennai,Tamil Nadu,no,4/21/2021,3,Mother,yes,32
BPL200961,yes,Anil Das,Male,14,600001,"H.No. 723, Ward 16",Chennai,Tamil Nadu,yes,4/21/2021,4,Spouse,no,19
BPL200962,yes,Ritu Sharma,Female,67,600001,"H.No. 679, Ward 9",Chennai,Tamil Nadu,yes,4/21/2021,5,Father,no,72
BPL200963,yes,Rahul Sharma,Male,37,600001,"H.No. 981, Ward 5",Chennai,Tamil Nadu,yes,4/21/2021,3,Father,yes,42
BPL200964,yes,Ritu Iyer,Female,7,600001,"H.No. 214, Ward 25",Chennai,Tamil Nadu,yes,4/21/2021,7,Father,yes,12
BPL200965,yes,Prakash Verma,Male,54,600001,"H.No. 788, Ward 5",Chennai,Tamil Nadu,yes,4/21/2021,6,Father,yes,59
BPL200966,yes,Divya Sharma,Female,12,600001,"H.No. 593, Ward 14",Chennai,Tamil Nadu,yes,4/21/2021,7,Spouse,no,17
BPL200967,yes,Lakshmi Singh,Female,8,600001,"H.No. 97, Ward 7",Chennai,Tamil Nadu,yes,4/21/2021,6,Father,no,13
BPL200968,yes,Lakshmi Kumar,Female,16,600001,"H.No. 477, Ward 23",Chennai,Tamil Nadu,yes,4/21/2021,5,Head,no,21
BPL200969,yes,Vikas Das,Male,34,600001,"H.No. 24, Ward 20",Chennai,Tamil Nadu,yes,4/21/2021,6,Spouse,no,39
BPL200970,yes,Ritu Reddy,Female,31,600001,"H.No. 853, Ward 10",Chennai,Tamil Nadu,yes,4/21/2021,7,Spouse,no,36
BPL200971,yes,Sunita Singh,Female,30,600001,"H.No. 682, Ward 18",Chennai,Tamil Nadu,yes,4/21/2021,6,Father,no,35
BPL200972,yes,Amit Singh,Male,5,600001,"H.No. 941, Ward 21",Chennai,Tamil Nadu,yes,4/21/2021,5,Mother,no,10
BPL200973,yes,Suresh Reddy,Male,29,600001,"H.No. 546, Ward 15",Chennai,Tamil Nadu,yes,4/21/2021,5,Mother,yes,34
BPL200974,yes,Arjun Das,Male,9,600001,"H.No. 457, Ward 19",Chennai,Tamil Nadu,no,4/21/2021,4,Father,yes,14
BPL200975,yes,Kavya Verma,Female,17,600001,"H.No. 402, Ward 13",Chennai,Tamil Nadu,yes,4/21/2021,7,Head,yes,22
BPL200976,yes,Lakshmi Reddy,Female,11,600001,"H.No. 961, Ward 12",Chennai,Tamil Nadu,no,4/21/2021,4,Mother,no,16
BPL200977,yes,Suresh Kumar,Male,60,600001,"H.No. 575, Ward 7",Chennai,Tamil Nadu,yes,4/21/2021,3,Mother,yes,65
BPL200978,yes,Deepak Patil,Male,10,600001,"H.No. 730, Ward 14",Chennai,Tamil Nadu,yes,4/21/2021,4,Spouse,yes,15
BPL200979,yes,Lakshmi Naidu,Female,6,600001,"H.No. 343, Ward 9",Chennai,Tamil Nadu,yes,4/21/2021,6,Mother,no,11
BPL200980,yes,Divya Sharma,Female,29,600001,"H.No. 863, Ward 8",Chennai,Tamil Nadu,yes,4/21/2021,3,Father,yes,34
BPL200981,yes,Rohit Reddy,Male,59,600001,"H.No. 466, Ward 24",Chennai,Tamil Nadu,no,4/21/2021,5,Mother,no,64
BPL200982,yes,Rahul Naidu,Male,5,600001,"H.No. 20, Ward 9",Chennai,Tamil Nadu,yes,4/21/2021,3,Spouse,no,10
BPL200983,yes,Pooja Verma,Female,45,600001,"H.No. 145, Ward 19",Chennai,Tamil Nadu,yes,4/21/2021,5,Father,yes,50
BPL200984,yes,Amit Patil,Male,11,600001,"H.No. 583, Ward 10",Chennai,Tamil Nadu,no,4/21/2021,5,Father,no,16
BPL200985,yes,Rohit Das,Male,12,600001,"H.No. 388, Ward 15",Chennai,Tamil Nadu,no,4/21/2021,4,Mother,no,17
BPL200986,yes,Meena Verma,Female,13,600001,"H.No. 670, Ward 11",Chennai,Tamil Nadu,yes,4/21/2021,6,Mother,yes,18
BPL200987,yes,Meena Gowda,Female,48,600001,"H.No. 280, Ward 7",Chennai,Tamil Nadu,yes,4/21/2021,6,Head,yes,53
BPL200988,yes,Manoj Reddy,Male,16,600001,"H.No. 545, Ward 18",Chennai,Tamil Nadu,yes,4/21/2021,3,Head,no,21
BPL200989,yes,Arjun Iyer,Male,33,600001,"H.No. 19, Ward 14",Chennai,Tamil Nadu,yes,4/21/2021,3,Head,no,38
BPL200990,yes,Pooja Das,Female,6,600001,"H.No. 168, Ward 13",Chennai,Tamil Nadu,yes,4/21/2021,7,Head,no,11
BPL200991,yes,Anita Kumar,Female,49,600001,"H.No. 968, Ward 12",Chennai,Tamil Nadu,no,4/21/2021,6,Mother,yes,54
BPL200992,yes,Anita Das,Female,9,600001,"H.No. 6, Ward 19",Chennai,Tamil Nadu,yes,4/21/2021,6,Mother,no,14
BPL200993,yes,Vikas Das,Male,65,600001,"H.No. 151, Ward 10",Chennai,Tamil Nadu,no,4/21/2021,3,Father,yes,70
BPL200994,yes,Prakash Gowda,Male,11,600001,"H.No. 983, Ward 25",Chennai,Tamil Nadu,no,4/21/2021,6,Mother,no,16
BPL200995,yes,Vikas Gowda,Male,12,600001,"H.No. 769, Ward 22",Chennai,Tamil Nadu,yes,4/21/2021,3,Father,yes,17
BPL200996,yes,Rahul Gowda,Male,28,600001,"H.No. 161, Ward 22",Chennai,Tamil Nadu,yes,4/21/2021,3,Spouse,no,33
BPL200997,yes,Arjun Reddy,Male,7,600001,"H.No. 820, Ward 4",Chennai,Tamil Nadu,no,4/21/2021,7,Father,no,12
BPL200998,yes,Amit Das,Male,9,600001,"H.No. 133, Ward 16",Chennai,Tamil Nadu,no,4/21/2021,3,Head,yes,14
BPL200999,yes,Ritu Reddy,Female,33,600001,"H.No. 216, Ward 18",Chennai,Tamil Nadu,no,4/21/2021,3,Spouse,yes,38
BPL200371,yes,Rahul Kumar,Male,20,110001,"H.No. 809, Ward 2",New Delhi,Delhi,no,4/21/2021,3,Son,no,25
BPL200375,yes,Lakshmi Gowda,Female,18,110001,"H.No. 591, Ward 7",New Delhi,Delhi,no,4/21/2021,3,Sister,no,23
BPL200381,yes,Pooja Reddy,Female,18,110001,"H.No. 472, Ward 5",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,23
BPL200385,yes,Manoj Naidu,Male,19,110001,"H.No. 422, Ward 2",New Delhi,Delhi,no,4/21/2021,6,Brother,no,24
BPL200389,yes,Manoj Kumar,Male,18,110001,"H.No. 490, Ward 7",New Delhi,Delhi,no,4/21/2021,3,Son,no,23
BPL200392,yes,Anil Gowda,Male,18,110001,"H.No. 288, Ward 6",New Delhi,Delhi,yes,4/21/2021,6,Daughter,no,23
BPL200393,yes,Ritu Iyer,Female,18,110001,"H.No. 757, Ward 17",New Delhi,Delhi,no,4/21/2021,4,Daughter,no,23
BPL200397,yes,Neha Verma,Female,19,110001,"H.No. 527, Ward 13",New Delhi,Delhi,yes,4/21/2021,6,Daughter,no,24
BPL200401,yes,Meena Singh,Female,18,110001,"H.No. 749, Ward 12",New Delhi,Delhi,yes,4/21/2021,4,Brother,no,23
BPL200403,yes,Manoj Kumar,Male,18,110001,"H.No. 43, Ward 7",New Delhi,Delhi,yes,4/21/2021,6,Sister,no,23
BPL200411,yes,Anil Iyer,Male,20,110001,"H.No. 880, Ward 24",New Delhi,Delhi,no,4/21/2021,4,Daughter,no,25
BPL200419,yes,Anil Sharma,Male,20,110001,"H.No. 278, Ward 16",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,25
BPL200423,yes,Divya Verma,Female,20,110001,"H.No. 196, Ward 21",New Delhi,Delhi,no,4/21/2021,6,Daughter,no,25
BPL200424,yes,Neha Iyer,Female,19,110001,"H.No. 741, Ward 18",New Delhi,Delhi,no,4/21/2021,5,Brother,no,24
BPL200425,yes,Anil Patil,Male,18,110001,"H.No. 722, Ward 20",New Delhi,Delhi,no,4/21/2021,4,Brother,no,23
BPL200429,yes,Arjun Iyer,Male,19,110001,"H.No. 508, Ward 20",New Delhi,Delhi,no,4/21/2021,4,Sister,no,24
BPL200430,yes,Neha Verma,Female,18,110001,"H.No. 9, Ward 16",New Delhi,Delhi,no,4/21/2021,5,Brother,no,23
BPL200432,yes,Neha Patil,Female,19,110001,"H.No. 48, Ward 7",New Delhi,Delhi,yes,4/21/2021,6,Sister,no,24
BPL200438,yes,Neha Kumar,Female,18,110001,"H.No. 939, Ward 14",New Delhi,Delhi,yes,4/21/2021,4,Son,no,23
BPL200442,yes,Divya Kumar,Female,18,110001,"H.No. 908, Ward 11",New Delhi,Delhi,no,4/21/2021,4,Sister,no,23
BPL200445,yes,Kavya Das,Female,20,110001,"H.No. 989, Ward 9",New Delhi,Delhi,no,4/21/2021,4,Brother,no,25
BPL200446,yes,Suresh Singh,Male,19,110001,"H.No. 808, Ward 10",New Delhi,Delhi,yes,4/21/2021,5,Son,no,24
BPL200449,yes,Rohit Das,Male,18,110001,"H.No. 991, Ward 17",New Delhi,Delhi,no,4/21/2021,6,Son,no,23
BPL200451,yes,Rohit Verma,Male,19,110001,"H.No. 838, Ward 9",New Delhi,Delhi,yes,4/21/2021,4,Brother,no,24
BPL200458,yes,Rohit Patil,Male,18,110001,"H.No. 491, Ward 17",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,23
BPL200459,yes,Manoj Naidu,Male,18,110001,"H.No. 492, Ward 24",New Delhi,Delhi,yes,4/21/2021,3,Daughter,no,23
BPL200468,yes,Amit Verma,Male,18,110001,"H.No. 109, Ward 7",New Delhi,Delhi,yes,4/21/2021,4,Daughter,no,23
BPL200469,yes,Amit Sharma,Male,19,110001,"H.No. 3, Ward 23",New Delhi,Delhi,yes,4/21/2021,4,Brother,no,24
BPL200470,yes,Manoj Iyer,Male,20,110001,"H.No. 265, Ward 8",New Delhi,Delhi,no,4/21/2021,3,Sister,no,25
BPL200471,yes,Arjun Verma,Male,19,110001,"H.No. 136, Ward 23",New Delhi,Delhi,yes,4/21/2021,3,Son,no,24
BPL200478,yes,Vikas Gowda,Male,18,110001,"H.No. 801, Ward 13",New Delhi,Delhi,no,4/21/2021,3,Daughter,no,23
BPL200479,yes,Pooja Kumar,Female,18,110001,"H.No. 68, Ward 6",New Delhi,Delhi,yes,4/21/2021,6,Brother,no,23
BPL200480,yes,Pooja Patil,Female,18,110001,"H.No. 285, Ward 13",New Delhi,Delhi,no,4/21/2021,4,Daughter,no,23
BPL200482,yes,Arjun Verma,Male,19,110001,"H.No. 762, Ward 22",New Delhi,Delhi,no,4/21/2021,5,Daughter,no,24
BPL200483,yes,Deepak Verma,Male,18,110001,"H.No. 956, Ward 8",New Delhi,Delhi,no,4/21/2021,6,Daughter,no,23
BPL200484,yes,Manoj Sharma,Male,18,110001,"H.No. 352, Ward 14",New Delhi,Delhi,no,4/21/2021,3,Sister,no,23
BPL200488,yes,Pooja Kumar,Female,19,110001,"H.No. 807, Ward 18",New Delhi,Delhi,no,4/21/2021,5,Sister,no,24
